date,department_id,department_name,priority,tickets_created,tickets_closed,sla_breached_tickets,sla_breach_rate,avg_first_response_hours,avg_resolution_hours,avg_satisfaction_score
2026-01-30,dep_05,platform operations,medium,2,2,0,0.00,16.77,29.30,4.70
2026-01-31,dep_01,technical support,high,1,1,1,1.00,10.67,39.77,2.00
2026-01-31,dep_01,technical support,low,2,2,0,0.00,41.61,42.11,5.00
2026-01-31,dep_01,technical support,medium,4,3,2,0.50,10.52,785.94,4.07
2026-01-31,dep_02,billing support,high,1,1,0,0.00,2.04,8.55,4.10
2026-01-31,dep_02,billing support,low,2,2,0,0.00,36.72,69.42,4.70
2026-01-31,dep_02,billing support,medium,2,2,0,0.00,12.23,26.66,4.55
2026-01-31,dep_03,customer success,low,2,2,0,0.00,31.90,32.40,4.70
2026-01-31,dep_03,customer success,medium,1,1,0,0.00,13.36,57.23,4.50
2026-01-31,dep_04,trust and safety,low,1,1,1,1.00,36.67,113.64,3.90
2026-01-31,dep_05,platform operations,high,1,1,0,0.00,6.73,8.54,4.80
2026-02-01,dep_01,technical support,high,2,2,2,1.00,5.88,37.74,3.20
2026-02-01,dep_01,technical support,medium,2,1,1,0.50,27.64,1450.31,5.00
2026-02-01,dep_02,billing support,low,3,3,0,0.00,24.86,36.74,4.90
2026-02-01,dep_05,platform operations,low,1,1,0,0.00,14.46,49.40,4.10
2026-02-02,dep_01,technical support,low,3,3,0,0.00,28.93,38.63,4.47
2026-02-02,dep_01,technical support,medium,6,6,1,0.17,18.35,31.60,4.37
2026-02-02,dep_02,billing support,high,5,5,0,0.00,4.35,12.11,4.54
2026-02-02,dep_02,billing support,low,5,5,0,0.00,19.06,25.75,4.84
2026-02-02,dep_02,billing support,medium,5,5,0,0.00,9.23,23.15,4.66
2026-02-02,dep_03,customer success,high,2,2,1,0.50,3.54,16.30,4.00
2026-02-02,dep_03,customer success,low,1,1,0,0.00,34.72,70.53,4.60
2026-02-02,dep_03,customer success,medium,4,4,1,0.25,13.29,34.69,4.38
2026-02-02,dep_04,trust and safety,low,1,1,0,0.00,81.18,81.68,4.90
2026-02-02,dep_05,platform operations,low,4,4,2,0.50,37.32,86.94,3.85
2026-02-03,dep_01,technical support,critical,1,1,1,1.00,1.45,10.05,3.40
2026-02-03,dep_01,technical support,high,2,2,0,0.00,5.10,16.79,4.20
2026-02-03,dep_01,technical support,low,5,5,0,0.00,26.65,49.93,4.68
2026-02-03,dep_01,technical support,medium,8,8,2,0.25,10.39,32.75,4.54
2026-02-03,dep_02,billing support,critical,1,1,1,1.00,1.00,11.20,3.40
2026-02-03,dep_02,billing support,high,2,2,1,0.50,4.44,20.82,3.85
2026-02-03,dep_02,billing support,low,6,6,0,0.00,28.35,38.48,4.57
2026-02-03,dep_02,billing support,medium,7,7,4,0.57,21.58,56.59,4.01
2026-02-03,dep_03,customer success,high,1,1,0,0.00,3.08,14.69,4.00
2026-02-03,dep_03,customer success,low,5,5,0,0.00,35.89,58.38,4.42
2026-02-03,dep_03,customer success,medium,2,2,1,0.50,22.11,51.68,3.65
2026-02-03,dep_04,trust and safety,low,1,1,0,0.00,23.09,74.40,4.00
2026-02-03,dep_04,trust and safety,medium,1,1,1,1.00,19.92,112.08,3.10
2026-02-03,dep_05,platform operations,critical,3,3,1,0.33,1.74,9.81,3.70
2026-02-03,dep_05,platform operations,high,5,4,5,1.00,10.24,589.17,3.03
2026-02-03,dep_05,platform operations,low,1,1,0,0.00,47.54,94.10,4.50
2026-02-03,dep_05,platform operations,medium,2,2,1,0.50,15.78,59.27,4.25
2026-02-04,dep_01,technical support,high,1,1,0,0.00,1.18,7.90,4.90
2026-02-04,dep_01,technical support,low,2,2,0,0.00,14.64,33.88,4.50
2026-02-04,dep_01,technical support,medium,4,3,2,0.50,14.38,723.36,4.37
2026-02-04,dep_02,billing support,high,4,4,2,0.50,4.53,15.46,3.73
2026-02-04,dep_02,billing support,low,2,2,0,0.00,21.60,29.03,4.70
2026-02-04,dep_02,billing support,medium,2,2,1,0.50,13.07,25.02,4.35
2026-02-04,dep_03,customer success,critical,1,1,1,1.00,1.03,10.92,2.60
2026-02-04,dep_03,customer success,high,1,0,1,1.00,5.96,2785.67,0.00
2026-02-04,dep_03,customer success,low,1,1,0,0.00,25.00,25.50,4.50
2026-02-04,dep_03,customer success,medium,2,2,0,0.00,9.13,18.55,4.80
2026-02-04,dep_04,trust and safety,medium,1,1,0,0.00,16.86,25.20,5.00
2026-02-04,dep_05,platform operations,high,1,1,0,0.00,3.41,13.36,4.70
2026-02-04,dep_05,platform operations,low,1,1,0,0.00,29.35,33.29,4.80
2026-02-04,dep_05,platform operations,medium,5,5,2,0.40,17.02,55.17,4.06
2026-02-05,dep_01,technical support,low,2,2,0,0.00,34.38,34.88,4.60
2026-02-05,dep_01,technical support,medium,5,5,2,0.40,14.32,31.02,4.20
2026-02-05,dep_02,billing support,medium,2,2,0,0.00,9.62,19.98,4.90
2026-02-05,dep_03,customer success,critical,1,1,0,0.00,0.75,6.64,3.60
2026-02-05,dep_03,customer success,high,1,1,0,0.00,2.31,17.01,4.70
2026-02-05,dep_03,customer success,low,2,2,0,0.00,21.39,53.62,4.75
2026-02-05,dep_03,customer success,medium,3,3,1,0.33,15.72,39.34,4.13
2026-02-05,dep_04,trust and safety,high,1,1,0,0.00,2.29,10.16,5.00
2026-02-05,dep_05,platform operations,high,1,1,0,0.00,4.23,19.73,4.80
2026-02-05,dep_05,platform operations,low,1,1,0,0.00,33.48,39.90,4.80
2026-02-05,dep_05,platform operations,medium,2,2,1,0.50,15.89,34.09,4.30
2026-02-06,dep_01,technical support,critical,2,2,1,0.50,1.42,9.59,3.70
2026-02-06,dep_01,technical support,high,1,1,1,1.00,3.68,19.07,3.50
2026-02-06,dep_01,technical support,low,1,1,0,0.00,24.09,74.72,4.50
2026-02-06,dep_01,technical support,medium,3,3,0,0.00,13.29,26.26,4.67
2026-02-06,dep_02,billing support,high,1,1,0,0.00,3.92,6.83,4.10
2026-02-06,dep_02,billing support,medium,1,1,0,0.00,18.28,20.89,4.90
2026-02-06,dep_03,customer success,low,5,5,0,0.00,21.00,41.18,4.68
2026-02-06,dep_03,customer success,medium,2,2,0,0.00,19.84,27.56,4.55
2026-02-06,dep_04,trust and safety,high,1,1,1,1.00,7.26,38.79,2.60
2026-02-06,dep_05,platform operations,critical,1,1,1,1.00,1.04,8.45,3.40
2026-02-06,dep_05,platform operations,medium,1,1,1,1.00,12.97,36.78,3.60
2026-02-07,dep_01,technical support,critical,1,1,1,1.00,0.84,33.21,2.50
2026-02-07,dep_01,technical support,high,1,1,0,0.00,4.51,9.99,4.40
2026-02-07,dep_01,technical support,low,2,2,0,0.00,15.04,36.75,4.50
2026-02-07,dep_01,technical support,medium,1,1,0,0.00,13.54,42.73,4.20
2026-02-07,dep_02,billing support,medium,3,2,1,0.33,6.79,924.86,4.50
2026-02-07,dep_04,trust and safety,medium,1,1,1,1.00,24.66,67.11,3.60
2026-02-07,dep_05,platform operations,critical,1,1,1,1.00,0.78,13.19,3.30
2026-02-08,dep_01,technical support,low,2,2,0,0.00,29.74,41.16,4.90
2026-02-08,dep_02,billing support,high,1,1,0,0.00,4.49,11.54,4.90
2026-02-08,dep_03,customer success,low,1,1,0,0.00,37.32,40.95,4.10
2026-02-08,dep_03,customer success,medium,2,2,0,0.00,15.52,16.24,4.75
2026-02-09,dep_01,technical support,high,3,3,3,1.00,5.67,36.37,2.77
2026-02-09,dep_01,technical support,low,4,4,1,0.25,23.14,70.65,4.38
2026-02-09,dep_01,technical support,medium,5,5,2,0.40,19.63,37.85,4.08
2026-02-09,dep_02,billing support,high,2,2,2,1.00,2.92,27.41,3.20
2026-02-09,dep_02,billing support,low,3,3,0,0.00,23.91,40.28,4.67
2026-02-09,dep_02,billing support,medium,4,4,0,0.00,11.44,27.01,4.57
2026-02-09,dep_03,customer success,high,5,5,2,0.40,5.12,17.10,4.02
2026-02-09,dep_03,customer success,low,2,2,2,1.00,70.41,85.44,3.40
2026-02-09,dep_03,customer success,medium,2,1,1,0.50,28.19,1353.79,4.50
2026-02-09,dep_04,trust and safety,high,1,1,1,1.00,4.28,30.20,3.20
2026-02-09,dep_04,trust and safety,low,1,1,0,0.00,39.87,95.63,4.30
2026-02-09,dep_04,trust and safety,medium,1,1,1,1.00,24.83,63.19,3.60
2026-02-09,dep_05,platform operations,low,2,2,1,0.50,65.03,121.03,4.10
2026-02-09,dep_05,platform operations,medium,2,2,1,0.50,16.71,33.47,4.35
2026-02-10,dep_01,technical support,critical,1,1,0,0.00,0.77,5.01,4.90
2026-02-10,dep_01,technical support,low,4,4,0,0.00,27.34,58.35,4.55
2026-02-10,dep_02,billing support,critical,1,1,0,0.00,0.61,4.61,4.50
2026-02-10,dep_02,billing support,high,1,1,0,0.00,2.44,4.92,4.30
2026-02-10,dep_02,billing support,low,3,3,0,0.00,20.16,44.86,4.83
2026-02-10,dep_03,customer success,high,3,3,1,0.33,3.51,19.32,4.03
2026-02-10,dep_03,customer success,low,3,3,0,0.00,49.42,55.82,4.77
2026-02-10,dep_03,customer success,medium,2,2,0,0.00,18.28,21.88,4.20
2026-02-10,dep_04,trust and safety,high,2,2,2,1.00,4.77,24.12,3.05
2026-02-10,dep_04,trust and safety,low,1,1,0,0.00,29.32,39.14,4.70
2026-02-10,dep_04,trust and safety,medium,3,3,1,0.33,16.16,42.34,4.23
2026-02-10,dep_05,platform operations,high,1,1,0,0.00,4.23,17.23,3.50
2026-02-10,dep_05,platform operations,low,1,1,0,0.00,31.95,34.56,4.30
2026-02-10,dep_05,platform operations,medium,3,3,0,0.00,15.03,27.17,4.43
2026-02-11,dep_01,technical support,high,1,1,1,1.00,4.57,28.11,3.80
2026-02-11,dep_01,technical support,medium,1,1,0,0.00,18.76,21.50,4.80
2026-02-11,dep_02,billing support,low,3,3,0,0.00,26.20,54.10,4.83
2026-02-11,dep_02,billing support,medium,4,4,0,0.00,12.17,19.30,4.65
2026-02-11,dep_03,customer success,high,3,2,1,0.33,5.26,883.84,4.55
2026-02-11,dep_03,customer success,low,3,3,0,0.00,25.64,28.57,4.93
2026-02-11,dep_03,customer success,medium,4,4,1,0.25,18.80,32.60,3.95
2026-02-11,dep_04,trust and safety,medium,1,1,0,0.00,16.85,33.28,4.40
2026-02-11,dep_05,platform operations,low,3,3,1,0.33,28.88,93.78,3.80
2026-02-11,dep_05,platform operations,medium,4,3,3,0.75,20.94,691.22,3.80
2026-02-12,dep_01,technical support,high,2,2,0,0.00,4.86,12.62,4.30
2026-02-12,dep_01,technical support,low,1,1,0,0.00,29.29,31.02,4.90
2026-02-12,dep_01,technical support,medium,4,4,0,0.00,9.51,25.78,4.65
2026-02-12,dep_02,billing support,high,1,1,0,0.00,1.85,5.61,5.00
2026-02-12,dep_02,billing support,low,1,1,0,0.00,8.53,29.23,4.40
2026-02-12,dep_02,billing support,medium,7,7,1,0.14,13.43,27.47,4.33
2026-02-12,dep_03,customer success,high,1,1,0,0.00,3.93,6.18,4.40
2026-02-12,dep_03,customer success,low,2,2,0,0.00,17.95,39.05,4.55
2026-02-12,dep_03,customer success,medium,3,3,0,0.00,17.02,23.10,4.47
2026-02-12,dep_04,trust and safety,low,2,2,1,0.50,43.19,73.19,4.35
2026-02-12,dep_04,trust and safety,medium,1,1,0,0.00,9.79,32.75,4.40
2026-02-12,dep_05,platform operations,high,1,1,0,0.00,3.81,11.54,4.80
2026-02-12,dep_05,platform operations,low,1,1,0,0.00,39.85,75.98,4.60
2026-02-12,dep_05,platform operations,medium,2,2,0,0.00,18.88,21.79,4.30
2026-02-13,dep_01,technical support,high,1,1,1,1.00,13.04,19.70,3.80
2026-02-13,dep_01,technical support,low,1,1,0,0.00,22.63,23.13,4.20
2026-02-13,dep_01,technical support,medium,5,5,1,0.20,11.70,23.36,4.34
2026-02-13,dep_02,billing support,medium,4,4,0,0.00,15.31,20.73,4.72
2026-02-13,dep_03,customer success,high,2,1,1,0.50,5.64,1295.12,4.70
2026-02-13,dep_03,customer success,low,1,1,1,1.00,31.07,91.73,3.70
2026-02-13,dep_03,customer success,medium,3,3,0,0.00,18.89,24.16,4.47
2026-02-13,dep_05,platform operations,low,1,0,1,1.00,45.64,2581.17,0.00
2026-02-13,dep_05,platform operations,medium,2,2,1,0.50,26.67,76.28,3.70
2026-02-14,dep_01,technical support,low,2,2,0,0.00,25.07,53.42,4.45
2026-02-14,dep_01,technical support,medium,1,1,0,0.00,4.88,16.33,5.00
2026-02-14,dep_02,billing support,high,1,1,0,0.00,2.01,5.69,4.70
2026-02-14,dep_02,billing support,low,1,1,0,0.00,13.62,36.25,4.70
2026-02-14,dep_03,customer success,high,1,1,0,0.00,4.30,5.87,5.00
2026-02-14,dep_03,customer success,low,2,2,0,0.00,28.40,40.05,4.75
2026-02-14,dep_03,customer success,medium,1,1,0,0.00,10.15,23.50,4.90
2026-02-15,dep_01,technical support,low,2,2,1,0.50,32.14,92.95,4.15
2026-02-15,dep_01,technical support,medium,1,1,0,0.00,10.47,21.76,4.20
2026-02-15,dep_02,billing support,high,1,1,0,0.00,3.69,11.44,4.60
2026-02-15,dep_02,billing support,low,1,1,0,0.00,29.75,38.36,4.90
2026-02-15,dep_02,billing support,medium,1,1,0,0.00,10.28,11.11,5.00
2026-02-15,dep_03,customer success,critical,1,1,1,1.00,0.42,13.00,2.90
2026-02-15,dep_03,customer success,high,1,1,0,0.00,5.52,12.36,4.90
2026-02-15,dep_04,trust and safety,low,1,1,0,0.00,39.41,59.30,4.80
2026-02-15,dep_05,platform operations,low,1,0,1,1.00,125.09,2534.02,0.00
2026-02-16,dep_01,technical support,high,1,1,0,0.00,5.06,7.17,4.90
2026-02-16,dep_01,technical support,low,5,4,1,0.20,30.56,524.95,4.80
2026-02-16,dep_01,technical support,medium,8,7,2,0.25,11.43,337.26,4.47
2026-02-16,dep_02,billing support,low,4,4,0,0.00,21.02,23.77,4.58
2026-02-16,dep_03,customer success,critical,1,1,0,0.00,0.48,3.42,4.60
2026-02-16,dep_03,customer success,high,1,1,0,0.00,4.97,15.48,4.90
2026-02-16,dep_03,customer success,low,2,2,0,0.00,34.22,52.81,4.60
2026-02-16,dep_03,customer success,medium,4,4,2,0.50,17.40,42.41,4.25
2026-02-16,dep_04,trust and safety,low,1,0,1,1.00,51.05,2506.33,0.00
2026-02-16,dep_04,trust and safety,medium,1,1,0,0.00,13.53,41.34,4.50
2026-02-16,dep_05,platform operations,high,2,2,1,0.50,7.49,37.66,3.30
2026-02-16,dep_05,platform operations,low,2,2,1,0.50,45.97,108.18,4.20
2026-02-17,dep_01,technical support,critical,1,1,0,0.00,0.51,4.74,4.40
2026-02-17,dep_01,technical support,low,2,2,0,0.00,27.05,44.60,5.00
2026-02-17,dep_01,technical support,medium,4,4,0,0.00,15.13,26.12,4.67
2026-02-17,dep_02,billing support,high,2,2,1,0.50,5.68,19.89,3.55
2026-02-17,dep_02,billing support,low,3,3,0,0.00,29.33,54.48,4.70
2026-02-17,dep_02,billing support,medium,2,2,0,0.00,11.64,32.85,4.50
2026-02-17,dep_03,customer success,low,4,4,0,0.00,28.53,48.22,4.70
2026-02-17,dep_03,customer success,medium,1,1,0,0.00,15.73,23.73,4.10
2026-02-17,dep_04,trust and safety,high,1,1,1,1.00,5.27,21.16,3.30
2026-02-17,dep_04,trust and safety,medium,2,2,0,0.00,11.22,36.46,4.45
2026-02-17,dep_05,platform operations,high,1,1,1,1.00,4.47,32.19,4.00
2026-02-17,dep_05,platform operations,low,1,1,0,0.00,18.85,32.44,4.90
2026-02-18,dep_01,technical support,high,1,1,1,1.00,10.94,25.37,2.80
2026-02-18,dep_01,technical support,low,4,4,0,0.00,17.25,39.13,4.78
2026-02-18,dep_02,billing support,critical,1,1,0,0.00,2.18,3.08,4.20
2026-02-18,dep_02,billing support,high,1,1,0,0.00,4.86,8.74,4.80
2026-02-18,dep_02,billing support,low,2,2,0,0.00,17.06,37.02,4.85
2026-02-18,dep_02,billing support,medium,6,6,0,0.00,11.60,21.09,4.80
2026-02-18,dep_03,customer success,high,2,2,1,0.50,4.00,14.79,3.90
2026-02-18,dep_03,customer success,low,2,2,0,0.00,16.96,70.36,4.75
2026-02-18,dep_03,customer success,medium,1,1,0,0.00,11.01,29.10,4.60
2026-02-18,dep_04,trust and safety,low,1,0,1,1.00,29.87,2466.48,0.00
2026-02-18,dep_05,platform operations,low,1,1,0,0.00,30.77,50.44,4.20
2026-02-18,dep_05,platform operations,medium,2,1,1,0.50,30.45,1240.26,4.80
2026-02-19,dep_01,technical support,critical,1,1,1,1.00,0.75,7.55,3.20
2026-02-19,dep_01,technical support,high,1,1,0,0.00,4.44,19.35,4.30
2026-02-19,dep_01,technical support,low,1,1,0,0.00,66.55,67.05,4.10
2026-02-19,dep_01,technical support,medium,6,4,3,0.50,15.85,830.38,4.45
2026-02-19,dep_02,billing support,high,2,2,2,1.00,3.95,20.67,2.65
2026-02-19,dep_02,billing support,low,1,1,0,0.00,55.89,56.39,4.30
2026-02-19,dep_02,billing support,medium,3,3,0,0.00,11.44,17.00,4.93
2026-02-19,dep_03,customer success,critical,1,1,1,1.00,1.31,12.39,3.40
2026-02-19,dep_03,customer success,low,4,4,0,0.00,21.25,26.11,4.65
2026-02-19,dep_03,customer success,medium,3,3,0,0.00,19.21,32.02,4.67
2026-02-19,dep_04,trust and safety,critical,1,1,1,1.00,1.24,11.75,3.20
2026-02-19,dep_04,trust and safety,high,1,1,1,1.00,3.58,29.53,3.40
2026-02-19,dep_04,trust and safety,low,1,1,1,1.00,32.65,175.54,2.80
2026-02-19,dep_05,platform operations,low,3,3,0,0.00,48.32,51.43,4.77
2026-02-19,dep_05,platform operations,medium,3,3,1,0.33,20.27,47.91,3.97
2026-02-20,dep_01,technical support,low,2,2,0,0.00,13.79,23.13,4.90
2026-02-20,dep_01,technical support,medium,3,3,0,0.00,7.99,16.77,4.57
2026-02-20,dep_02,billing support,low,5,5,0,0.00,18.96,39.47,4.74
2026-02-20,dep_02,billing support,medium,2,2,0,0.00,7.50,14.57,4.85
2026-02-20,dep_03,customer success,low,2,2,0,0.00,23.22,24.00,4.80
2026-02-20,dep_05,platform operations,high,2,2,1,0.50,6.65,19.62,4.05
2026-02-20,dep_05,platform operations,low,2,1,2,1.00,49.67,1294.28,3.40
2026-02-20,dep_05,platform operations,medium,1,1,0,0.00,39.15,39.65,4.20
2026-02-21,dep_01,technical support,low,2,2,0,0.00,19.79,51.41,4.65
2026-02-21,dep_01,technical support,medium,4,4,0,0.00,12.00,19.40,4.55
2026-02-21,dep_02,billing support,critical,1,1,0,0.00,1.08,6.21,4.30
2026-02-21,dep_02,billing support,high,1,1,0,0.00,1.84,4.80,5.00
2026-02-21,dep_02,billing support,medium,1,1,0,0.00,9.48,14.15,4.40
2026-02-21,dep_03,customer success,high,1,1,1,1.00,5.95,20.57,3.50
2026-02-21,dep_05,platform operations,high,1,1,1,1.00,4.27,24.81,3.20
2026-02-22,dep_01,technical support,high,1,1,0,0.00,3.94,10.05,4.70
2026-02-22,dep_01,technical support,low,2,2,1,0.50,20.26,82.28,3.85
2026-02-22,dep_02,billing support,low,2,2,0,0.00,20.15,35.98,4.30
2026-02-22,dep_03,customer success,medium,1,1,0,0.00,27.40,27.90,4.50
2026-02-22,dep_05,platform operations,low,1,1,0,0.00,31.92,64.04,4.70
2026-02-22,dep_05,platform operations,medium,1,1,0,0.00,12.34,42.47,4.20
2026-02-23,dep_01,technical support,critical,1,1,1,1.00,0.76,14.07,2.50
2026-02-23,dep_01,technical support,high,3,3,3,1.00,8.80,28.91,3.17
2026-02-23,dep_01,technical support,low,5,5,1,0.20,25.87,46.74,4.44
2026-02-23,dep_01,technical support,medium,2,2,0,0.00,13.93,27.82,4.60
2026-02-23,dep_02,billing support,high,2,2,0,0.00,3.49,10.90,4.35
2026-02-23,dep_02,billing support,low,2,2,0,0.00,23.29,26.12,4.80
2026-02-23,dep_02,billing support,medium,6,6,0,0.00,14.56,24.19,4.73
2026-02-23,dep_03,customer success,low,2,2,0,0.00,39.11,44.03,4.70
2026-02-23,dep_03,customer success,medium,5,5,3,0.60,18.42,58.60,3.90
2026-02-23,dep_04,trust and safety,high,1,1,0,0.00,5.03,15.58,4.30
2026-02-23,dep_04,trust and safety,low,1,1,0,0.00,18.62,76.28,4.40
2026-02-23,dep_05,platform operations,critical,1,1,1,1.00,0.64,16.21,2.50
2026-02-23,dep_05,platform operations,high,2,2,2,1.00,14.37,27.38,3.10
2026-02-23,dep_05,platform operations,medium,4,3,2,0.50,20.51,620.36,4.13
2026-02-24,dep_01,technical support,high,2,2,1,0.50,6.70,26.98,3.40
2026-02-24,dep_01,technical support,low,4,2,2,0.50,33.48,1181.12,4.90
2026-02-24,dep_01,technical support,medium,3,3,1,0.33,8.44,28.47,4.40
2026-02-24,dep_02,billing support,critical,1,0,1,1.00,0.63,2318.27,0.00
2026-02-24,dep_02,billing support,high,1,1,0,0.00,9.21,9.71,4.90
2026-02-24,dep_02,billing support,medium,1,1,0,0.00,12.36,12.86,4.90
2026-02-24,dep_03,customer success,medium,2,2,0,0.00,9.33,16.17,4.55
2026-02-24,dep_04,trust and safety,low,1,1,0,0.00,37.47,37.97,4.10
2026-02-24,dep_04,trust and safety,medium,1,1,1,1.00,16.31,57.55,4.00
2026-02-24,dep_05,platform operations,high,2,2,0,0.00,3.26,11.55,4.55
2026-02-24,dep_05,platform operations,medium,1,1,1,1.00,16.47,78.87,3.60
2026-02-25,dep_01,technical support,medium,4,4,1,0.25,12.79,42.01,4.35
2026-02-25,dep_02,billing support,critical,1,1,1,1.00,0.65,11.84,3.20
2026-02-25,dep_02,billing support,low,3,3,0,0.00,27.76,31.33,4.50
2026-02-25,dep_02,billing support,medium,6,5,1,0.17,6.85,393.86,4.80
2026-02-25,dep_03,customer success,medium,3,2,1,0.33,13.96,778.13,4.90
2026-02-25,dep_04,trust and safety,low,1,1,1,1.00,41.56,95.79,4.20
2026-02-25,dep_05,platform operations,low,1,1,1,1.00,21.94,98.79,3.80
2026-02-25,dep_05,platform operations,medium,1,1,1,1.00,8.49,55.95,3.70
2026-02-26,dep_01,technical support,critical,1,1,1,1.00,0.60,11.22,2.80
2026-02-26,dep_01,technical support,high,3,2,2,0.67,5.74,769.11,3.75
2026-02-26,dep_01,technical support,low,2,2,1,0.50,26.12,87.33,3.70
2026-02-26,dep_02,billing support,critical,1,1,1,1.00,1.27,20.27,2.90
2026-02-26,dep_02,billing support,high,2,2,0,0.00,3.54,9.96,4.70
2026-02-26,dep_02,billing support,low,1,1,0,0.00,71.05,71.55,4.90
2026-02-26,dep_02,billing support,medium,3,3,0,0.00,11.33,27.65,4.73
2026-02-26,dep_03,customer success,critical,1,1,0,0.00,1.70,6.21,4.60
2026-02-26,dep_03,customer success,high,1,1,1,1.00,5.84,31.29,3.10
2026-02-26,dep_03,customer success,low,1,1,1,1.00,6.65,119.71,3.00
2026-02-26,dep_03,customer success,medium,3,3,1,0.33,20.30,37.86,4.33
2026-02-26,dep_04,trust and safety,critical,1,1,1,1.00,1.14,13.06,3.10
2026-02-26,dep_04,trust and safety,medium,1,1,1,1.00,5.40,71.98,3.30
2026-02-26,dep_05,platform operations,high,1,1,1,1.00,4.68,96.60,2.80
2026-02-26,dep_05,platform operations,low,1,1,1,1.00,42.65,96.57,3.60
2026-02-26,dep_05,platform operations,medium,1,1,1,1.00,4.62,101.60,3.30
2026-02-27,dep_01,technical support,high,2,2,1,0.50,3.78,19.16,4.10
2026-02-27,dep_01,technical support,low,1,1,1,1.00,29.03,116.98,3.60
2026-02-27,dep_01,technical support,medium,2,2,1,0.50,15.11,45.92,4.10
2026-02-27,dep_02,billing support,high,1,1,0,0.00,3.56,4.36,4.80
2026-02-27,dep_02,billing support,low,1,1,0,0.00,29.42,29.92,4.80
2026-02-27,dep_02,billing support,medium,3,3,1,0.33,19.49,39.64,4.23
2026-02-27,dep_03,customer success,high,6,5,4,0.67,4.26,387.51,3.66
2026-02-27,dep_03,customer success,low,1,1,0,0.00,45.78,46.28,4.90
2026-02-27,dep_03,customer success,medium,2,2,0,0.00,14.73,16.75,4.85
2026-02-27,dep_04,trust and safety,high,1,1,1,1.00,9.02,45.68,2.40
2026-02-27,dep_05,platform operations,critical,1,1,1,1.00,1.36,14.35,3.30
2026-02-27,dep_05,platform operations,high,1,1,0,0.00,3.34,10.53,4.40
2026-02-27,dep_05,platform operations,medium,1,1,0,0.00,20.07,35.43,4.70
2026-02-28,dep_01,technical support,medium,4,4,1,0.25,11.30,42.25,4.08
2026-02-28,dep_02,billing support,low,1,1,1,1.00,14.01,82.05,3.60
2026-02-28,dep_03,customer success,low,1,1,0,0.00,25.60,64.38,4.60
2026-02-28,dep_04,trust and safety,medium,1,1,0,0.00,22.93,34.90,5.00
2026-02-28,dep_05,platform operations,medium,1,1,0,0.00,10.56,23.87,5.00
2026-03-01,dep_01,technical support,high,2,1,1,0.50,5.04,1105.32,4.90
2026-03-01,dep_01,technical support,low,4,4,0,0.00,18.01,36.64,4.78
2026-03-01,dep_01,technical support,medium,3,3,1,0.33,14.21,43.38,4.27
2026-03-01,dep_02,billing support,high,2,2,1,0.50,3.19,13.59,3.75
2026-03-01,dep_02,billing support,low,1,1,0,0.00,13.88,14.38,5.00
2026-03-01,dep_02,billing support,medium,2,2,0,0.00,18.98,26.32,4.30
2026-03-01,dep_03,customer success,low,1,1,0,0.00,22.78,39.09,4.90
2026-03-01,dep_03,customer success,medium,2,2,0,0.00,18.80,35.86,4.45
2026-03-01,dep_05,platform operations,high,1,1,1,1.00,5.50,69.15,2.40
2026-03-01,dep_05,platform operations,low,1,1,0,0.00,29.05,77.01,4.40
2026-03-02,dep_01,technical support,low,5,4,1,0.20,37.43,480.90,4.70
2026-03-02,dep_01,technical support,medium,4,4,1,0.25,18.60,37.76,4.45
2026-03-02,dep_02,billing support,critical,2,2,2,1.00,2.56,22.42,2.85
2026-03-02,dep_02,billing support,high,3,3,2,0.67,3.60,21.54,4.13
2026-03-02,dep_02,billing support,medium,8,8,0,0.00,18.60,25.99,4.66
2026-03-02,dep_03,customer success,critical,2,2,0,0.00,2.23,4.94,4.70
2026-03-02,dep_03,customer success,high,3,2,3,1.00,3.73,736.15,3.35
2026-03-02,dep_03,customer success,low,1,1,0,0.00,53.88,54.38,4.40
2026-03-02,dep_03,customer success,medium,6,6,2,0.33,18.09,44.15,4.35
2026-03-02,dep_04,trust and safety,medium,1,1,0,0.00,18.09,42.12,4.40
2026-03-02,dep_05,platform operations,high,1,1,1,1.00,3.42,22.61,2.50
2026-03-02,dep_05,platform operations,low,1,1,0,0.00,37.41,85.99,4.70
2026-03-02,dep_05,platform operations,medium,6,6,4,0.67,29.25,83.23,3.75
2026-03-03,dep_01,technical support,high,2,2,0,0.00,4.79,13.98,4.30
2026-03-03,dep_01,technical support,low,3,3,1,0.33,43.75,90.66,3.70
2026-03-03,dep_01,technical support,medium,6,5,3,0.50,16.50,382.35,4.32
2026-03-03,dep_02,billing support,high,1,1,1,1.00,5.65,22.09,3.10
2026-03-03,dep_02,billing support,low,3,3,0,0.00,28.01,34.82,4.60
2026-03-03,dep_03,customer success,high,1,1,0,0.00,5.19,9.09,5.00
2026-03-03,dep_03,customer success,low,4,3,2,0.50,45.13,602.68,4.37
2026-03-03,dep_03,customer success,medium,3,3,1,0.33,18.17,27.50,4.57
2026-03-03,dep_04,trust and safety,low,1,1,0,0.00,28.42,58.79,4.70
2026-03-03,dep_05,platform operations,high,2,2,2,1.00,5.90,31.05,2.95
2026-03-03,dep_05,platform operations,low,1,1,0,0.00,14.84,67.86,4.50
2026-03-03,dep_05,platform operations,medium,3,2,2,0.67,21.14,746.73,3.95
