date,week_start,month,day_of_week,is_weekend,category,channel,priority,department_name,ticket_count,sla_breach_rate,avg_first_response_hours,avg_resolution_hours
2026-02-20,2026-02-16,2026-02,5,0,billing question,chat,low,billing support,1,0.00,20.20,32.53
2026-02-20,2026-02-16,2026-02,5,0,billing question,email,low,billing support,1,0.00,19.15,20.04
2026-02-20,2026-02-16,2026-02,5,0,billing question,email,medium,billing support,1,0.00,7.68,9.52
2026-02-20,2026-02-16,2026-02,5,0,billing question,phone,low,billing support,1,0.00,23.37,24.18
2026-02-20,2026-02-16,2026-02,5,0,billing question,portal,medium,billing support,1,0.00,7.33,19.63
2026-02-20,2026-02-16,2026-02,5,0,billing question,social,low,billing support,1,0.00,14.59,15.09
2026-02-20,2026-02-16,2026-02,5,0,data export,portal,low,platform operations,1,1.00,49.95,2415.85
2026-02-20,2026-02-16,2026-02,5,0,feature request,portal,low,customer success,1,0.00,22.83,23.33
2026-02-20,2026-02-16,2026-02,5,0,integration issue,chat,high,platform operations,1,1.00,5.04,30.46
2026-02-20,2026-02-16,2026-02,5,0,integration issue,email,low,platform operations,1,1.00,49.39,172.72
2026-02-20,2026-02-16,2026-02,5,0,integration issue,email,medium,platform operations,1,0.00,39.15,39.65
2026-02-20,2026-02-16,2026-02,5,0,integration issue,phone,high,platform operations,1,0.00,8.27,8.77
2026-02-20,2026-02-16,2026-02,5,0,invoice dispute,portal,low,billing support,1,0.00,17.47,105.50
2026-02-20,2026-02-16,2026-02,5,0,login access,chat,low,technical support,2,0.00,13.79,23.13
2026-02-20,2026-02-16,2026-02,5,0,login access,chat,medium,technical support,1,0.00,6.62,14.08
2026-02-20,2026-02-16,2026-02,5,0,login access,email,medium,technical support,1,0.00,4.73,19.69
2026-02-20,2026-02-16,2026-02,5,0,login access,portal,medium,technical support,1,0.00,12.62,16.54
2026-02-20,2026-02-16,2026-02,5,0,onboarding help,email,low,customer success,1,0.00,23.61,24.68
2026-02-21,2026-02-16,2026-02,6,1,billing question,chat,critical,billing support,1,0.00,1.08,6.21
2026-02-21,2026-02-16,2026-02,6,1,billing question,email,high,billing support,1,0.00,1.84,4.80
2026-02-21,2026-02-16,2026-02,6,1,billing question,email,medium,billing support,1,0.00,9.48,14.15
2026-02-21,2026-02-16,2026-02,6,1,bug report,email,medium,technical support,2,0.00,12.70,20.86
2026-02-21,2026-02-16,2026-02,6,1,bug report,phone,low,technical support,1,0.00,18.42,79.45
2026-02-21,2026-02-16,2026-02,6,1,data export,email,high,platform operations,1,1.00,4.27,24.81
2026-02-21,2026-02-16,2026-02,6,1,login access,email,low,technical support,1,0.00,21.15,23.36
2026-02-21,2026-02-16,2026-02,6,1,login access,email,medium,technical support,1,0.00,8.56,21.30
2026-02-21,2026-02-16,2026-02,6,1,login access,portal,medium,technical support,1,0.00,14.03,14.59
2026-02-21,2026-02-16,2026-02,6,1,onboarding help,phone,high,customer success,1,1.00,5.95,20.57
2026-02-22,2026-02-16,2026-02,7,1,billing question,email,low,billing support,1,0.00,22.59,35.70
2026-02-22,2026-02-16,2026-02,7,1,bug report,email,high,technical support,1,0.00,3.94,10.05
2026-02-22,2026-02-16,2026-02,7,1,integration issue,email,medium,platform operations,1,0.00,12.34,42.47
2026-02-22,2026-02-16,2026-02,7,1,integration issue,portal,low,platform operations,1,0.00,31.92,64.04
2026-02-22,2026-02-16,2026-02,7,1,invoice dispute,chat,low,billing support,1,0.00,17.71,36.26
2026-02-22,2026-02-16,2026-02,7,1,login access,email,low,technical support,2,0.50,20.26,82.28
2026-02-22,2026-02-16,2026-02,7,1,onboarding help,phone,medium,customer success,1,0.00,27.40,27.90
2026-02-23,2026-02-23,2026-02,1,0,abuse report,email,high,trust and safety,1,0.00,5.03,15.58
2026-02-23,2026-02-23,2026-02,1,0,abuse report,email,low,trust and safety,1,0.00,18.62,76.28
2026-02-23,2026-02-23,2026-02,1,0,billing question,chat,low,billing support,1,0.00,30.21,30.71
2026-02-23,2026-02-23,2026-02,1,0,billing question,chat,medium,billing support,2,0.00,8.04,19.90
2026-02-23,2026-02-23,2026-02,1,0,billing question,email,high,billing support,2,0.00,3.49,10.90
2026-02-23,2026-02-23,2026-02,1,0,billing question,email,low,billing support,1,0.00,16.36,21.52
2026-02-23,2026-02-23,2026-02,1,0,billing question,email,medium,billing support,1,0.00,17.34,17.84
2026-02-23,2026-02-23,2026-02,1,0,billing question,phone,medium,billing support,1,0.00,20.85,25.17
2026-02-23,2026-02-23,2026-02,1,0,bug report,chat,high,technical support,1,1.00,6.87,28.56
2026-02-23,2026-02-23,2026-02,1,0,bug report,portal,low,technical support,2,0.50,41.10,64.11
2026-02-23,2026-02-23,2026-02,1,0,bug report,social,high,technical support,1,1.00,13.44,21.29
2026-02-23,2026-02-23,2026-02,1,0,data export,chat,high,platform operations,1,1.00,14.66,25.36
2026-02-23,2026-02-23,2026-02,1,0,data export,chat,medium,platform operations,1,0.00,23.19,29.42
2026-02-23,2026-02-23,2026-02,1,0,data export,email,medium,platform operations,1,0.00,15.62,32.44
2026-02-23,2026-02-23,2026-02,1,0,feature request,chat,medium,customer success,1,0.00,7.63,18.79
2026-02-23,2026-02-23,2026-02,1,0,feature request,email,low,customer success,1,0.00,57.37,57.87
2026-02-23,2026-02-23,2026-02,1,0,feature request,email,medium,customer success,1,1.00,33.48,100.46
2026-02-23,2026-02-23,2026-02,1,0,feature request,social,medium,customer success,1,1.00,20.58,50.29
2026-02-23,2026-02-23,2026-02,1,0,integration issue,chat,high,platform operations,1,1.00,14.07,29.39
2026-02-23,2026-02-23,2026-02,1,0,integration issue,chat,medium,platform operations,1,1.00,27.08,2334.60
2026-02-23,2026-02-23,2026-02,1,0,integration issue,phone,medium,platform operations,1,1.00,16.14,84.99
2026-02-23,2026-02-23,2026-02,1,0,integration issue,portal,critical,platform operations,1,1.00,0.64,16.21
2026-02-23,2026-02-23,2026-02,1,0,invoice dispute,chat,medium,billing support,1,0.00,23.77,39.30
2026-02-23,2026-02-23,2026-02,1,0,invoice dispute,email,medium,billing support,1,0.00,9.31,23.03
2026-02-23,2026-02-23,2026-02,1,0,login access,email,critical,technical support,1,1.00,0.76,14.07
2026-02-23,2026-02-23,2026-02,1,0,login access,email,medium,technical support,1,0.00,8.26,25.32
2026-02-23,2026-02-23,2026-02,1,0,login access,phone,low,technical support,2,0.00,18.34,42.16
2026-02-23,2026-02-23,2026-02,1,0,login access,phone,medium,technical support,1,0.00,19.61,30.32
2026-02-23,2026-02-23,2026-02,1,0,login access,portal,high,technical support,1,1.00,6.09,36.87
2026-02-23,2026-02-23,2026-02,1,0,login access,portal,low,technical support,1,0.00,10.47,21.17
2026-02-23,2026-02-23,2026-02,1,0,onboarding help,chat,low,customer success,1,0.00,20.86,30.19
2026-02-23,2026-02-23,2026-02,1,0,onboarding help,phone,medium,customer success,1,1.00,10.29,101.60
2026-02-23,2026-02-23,2026-02,1,0,onboarding help,portal,medium,customer success,1,0.00,20.12,21.86
2026-02-24,2026-02-23,2026-02,2,0,abuse report,email,low,trust and safety,1,0.00,37.47,37.97
2026-02-24,2026-02-23,2026-02,2,0,abuse report,portal,medium,trust and safety,1,1.00,16.31,57.55
2026-02-24,2026-02-23,2026-02,2,0,billing question,email,high,billing support,1,0.00,9.21,9.71
2026-02-24,2026-02-23,2026-02,2,0,billing question,phone,critical,billing support,1,1.00,0.63,2318.27
2026-02-24,2026-02-23,2026-02,2,0,bug report,chat,high,technical support,1,1.00,4.45,43.81
2026-02-24,2026-02-23,2026-02,2,0,bug report,chat,medium,technical support,1,1.00,8.14,45.22
2026-02-24,2026-02-23,2026-02,2,0,bug report,email,low,technical support,1,0.00,30.61,31.11
2026-02-24,2026-02-23,2026-02,2,0,bug report,social,low,technical support,1,0.00,40.76,61.00
2026-02-24,2026-02-23,2026-02,2,0,data export,email,high,platform operations,1,0.00,2.48,9.25
2026-02-24,2026-02-23,2026-02,2,0,data export,phone,high,platform operations,1,0.00,4.04,13.85
2026-02-24,2026-02-23,2026-02,2,0,data export,phone,medium,platform operations,1,1.00,16.47,78.87
2026-02-24,2026-02-23,2026-02,2,0,invoice dispute,chat,medium,billing support,1,0.00,12.36,12.86
2026-02-24,2026-02-23,2026-02,2,0,login access,chat,high,technical support,1,0.00,8.94,10.14
2026-02-24,2026-02-23,2026-02,2,0,login access,email,medium,technical support,1,0.00,13.59,18.36
2026-02-24,2026-02-23,2026-02,2,0,login access,phone,low,technical support,2,1.00,31.27,2316.19
2026-02-24,2026-02-23,2026-02,2,0,login access,phone,medium,technical support,1,0.00,3.58,21.83
2026-02-24,2026-02-23,2026-02,2,0,onboarding help,email,medium,customer success,2,0.00,9.33,16.17
2026-02-25,2026-02-23,2026-02,3,0,abuse report,email,low,trust and safety,1,1.00,41.56,95.79
2026-02-25,2026-02-23,2026-02,3,0,billing question,chat,low,billing support,1,0.00,25.24,34.96
2026-02-25,2026-02-23,2026-02,3,0,billing question,chat,medium,billing support,3,0.00,6.96,15.91
2026-02-25,2026-02-23,2026-02,3,0,billing question,email,critical,billing support,1,1.00,0.65,11.84
2026-02-25,2026-02-23,2026-02,3,0,billing question,email,medium,billing support,1,1.00,5.74,2291.22
2026-02-25,2026-02-23,2026-02,3,0,billing question,phone,low,billing support,1,0.00,28.93,29.43
2026-02-25,2026-02-23,2026-02,3,0,billing question,portal,medium,billing support,1,0.00,6.97,8.64
2026-02-25,2026-02-23,2026-02,3,0,bug report,email,medium,technical support,1,0.00,8.30,33.78
2026-02-25,2026-02-23,2026-02,3,0,bug report,phone,medium,technical support,1,1.00,11.83,89.74
2026-02-25,2026-02-23,2026-02,3,0,data export,email,medium,platform operations,1,1.00,8.49,55.95
2026-02-25,2026-02-23,2026-02,3,0,feature request,phone,medium,customer success,3,0.33,13.96,778.13
2026-02-25,2026-02-23,2026-02,3,0,integration issue,email,low,platform operations,1,1.00,21.94,98.79
2026-02-25,2026-02-23,2026-02,3,0,invoice dispute,phone,medium,billing support,1,0.00,7.52,15.54
2026-02-25,2026-02-23,2026-02,3,0,invoice dispute,social,low,billing support,1,0.00,29.10,29.60
2026-02-25,2026-02-23,2026-02,3,0,login access,phone,medium,technical support,1,0.00,15.86,27.48
2026-02-25,2026-02-23,2026-02,3,0,login access,portal,medium,technical support,1,0.00,15.18,17.04
2026-02-26,2026-02-23,2026-02,4,0,abuse report,chat,medium,trust and safety,1,1.00,5.40,71.98
2026-02-26,2026-02-23,2026-02,4,0,abuse report,phone,critical,trust and safety,1,1.00,1.14,13.06
2026-02-26,2026-02-23,2026-02,4,0,billing question,chat,high,billing support,1,0.00,3.69,6.43
2026-02-26,2026-02-23,2026-02,4,0,billing question,chat,medium,billing support,1,0.00,7.40,15.54
2026-02-26,2026-02-23,2026-02,4,0,billing question,email,critical,billing support,1,1.00,1.27,20.27
2026-02-26,2026-02-23,2026-02,4,0,bug report,chat,low,technical support,1,0.00,31.34,82.59
2026-02-26,2026-02-23,2026-02,4,0,bug report,email,low,technical support,1,1.00,20.91,92.07
2026-02-26,2026-02-23,2026-02,4,0,bug report,phone,high,technical support,2,1.00,6.04,1150.63
2026-02-26,2026-02-23,2026-02,4,0,bug report,portal,critical,technical support,1,1.00,0.60,11.22
2026-02-26,2026-02-23,2026-02,4,0,feature request,email,critical,customer success,1,0.00,1.70,6.21
2026-02-26,2026-02-23,2026-02,4,0,feature request,email,medium,customer success,1,0.00,31.01,31.51
2026-02-26,2026-02-23,2026-02,4,0,feature request,portal,medium,customer success,1,1.00,23.36,58.98
2026-02-26,2026-02-23,2026-02,4,0,feature request,social,high,customer success,1,1.00,5.84,31.29
2026-02-26,2026-02-23,2026-02,4,0,integration issue,chat,low,platform operations,1,1.00,42.65,96.57
2026-02-26,2026-02-23,2026-02,4,0,integration issue,chat,medium,platform operations,1,1.00,4.62,101.60
2026-02-26,2026-02-23,2026-02,4,0,integration issue,phone,high,platform operations,1,1.00,4.68,96.60
2026-02-26,2026-02-23,2026-02,4,0,invoice dispute,chat,medium,billing support,1,0.00,11.48,37.06
2026-02-26,2026-02-23,2026-02,4,0,invoice dispute,email,high,billing support,1,0.00,3.40,13.49
2026-02-26,2026-02-23,2026-02,4,0,invoice dispute,email,medium,billing support,1,0.00,15.10,30.36
2026-02-26,2026-02-23,2026-02,4,0,invoice dispute,portal,low,billing support,1,0.00,71.05,71.55
2026-02-26,2026-02-23,2026-02,4,0,login access,chat,high,technical support,1,0.00,5.15,6.05
2026-02-26,2026-02-23,2026-02,4,0,onboarding help,email,low,customer success,1,1.00,6.65,119.71
2026-02-26,2026-02-23,2026-02,4,0,onboarding help,portal,medium,customer success,1,0.00,6.54,23.09
2026-02-27,2026-02-23,2026-02,5,0,abuse report,phone,high,trust and safety,1,1.00,9.02,45.68
2026-02-27,2026-02-23,2026-02,5,0,billing question,chat,medium,billing support,1,0.00,40.01,40.51
2026-02-27,2026-02-23,2026-02,5,0,billing question,email,high,billing support,1,0.00,3.56,4.36
2026-02-27,2026-02-23,2026-02,5,0,billing question,email,low,billing support,1,0.00,29.42,29.92
2026-02-27,2026-02-23,2026-02,5,0,billing question,email,medium,billing support,1,1.00,5.08,45.79
2026-02-27,2026-02-23,2026-02,5,0,bug report,chat,medium,technical support,2,0.50,15.11,45.92
2026-02-27,2026-02-23,2026-02,5,0,bug report,phone,high,technical support,1,1.00,4.76,31.04
2026-02-27,2026-02-23,2026-02,5,0,bug report,portal,low,technical support,1,1.00,29.03,116.98
2026-02-27,2026-02-23,2026-02,5,0,data export,chat,high,platform operations,1,0.00,3.34,10.53
2026-02-27,2026-02-23,2026-02,5,0,data export,email,critical,platform operations,1,1.00,1.36,14.35
2026-02-27,2026-02-23,2026-02,5,0,feature request,chat,high,customer success,1,0.00,4.87,10.32
2026-02-27,2026-02-23,2026-02,5,0,feature request,chat,low,customer success,1,0.00,45.78,46.28
2026-02-27,2026-02-23,2026-02,5,0,feature request,email,medium,customer success,1,0.00,21.71,22.21
2026-02-27,2026-02-23,2026-02,5,0,feature request,phone,high,customer success,1,1.00,4.56,15.85
2026-02-27,2026-02-23,2026-02,5,0,integration issue,email,medium,platform operations,1,0.00,20.07,35.43
2026-02-27,2026-02-23,2026-02,5,0,invoice dispute,portal,medium,billing support,1,0.00,13.37,32.63
2026-02-27,2026-02-23,2026-02,5,0,login access,portal,high,technical support,1,0.00,2.80,7.29
2026-02-27,2026-02-23,2026-02,5,0,onboarding help,chat,high,customer success,3,1.00,3.58,762.81
2026-02-27,2026-02-23,2026-02,5,0,onboarding help,chat,medium,customer success,1,0.00,7.75,11.29
2026-02-27,2026-02-23,2026-02,5,0,onboarding help,social,high,customer success,1,0.00,5.39,10.45
2026-02-28,2026-02-23,2026-02,6,1,abuse report,email,medium,trust and safety,1,0.00,22.93,34.90
2026-02-28,2026-02-23,2026-02,6,1,billing question,email,low,billing support,1,1.00,14.01,82.05
2026-02-28,2026-02-23,2026-02,6,1,bug report,email,medium,technical support,1,0.00,10.68,43.62
2026-02-28,2026-02-23,2026-02,6,1,bug report,portal,medium,technical support,1,1.00,22.17,74.78
2026-02-28,2026-02-23,2026-02,6,1,data export,chat,medium,platform operations,1,0.00,10.56,23.87
2026-02-28,2026-02-23,2026-02,6,1,login access,phone,medium,technical support,1,0.00,5.50,12.78
2026-02-28,2026-02-23,2026-02,6,1,login access,social,medium,technical support,1,0.00,6.87,37.83
2026-02-28,2026-02-23,2026-02,6,1,onboarding help,email,low,customer success,1,0.00,25.60,64.38
2026-03-01,2026-02-23,2026-03,7,1,billing question,chat,medium,billing support,1,0.00,13.80,14.30
2026-03-01,2026-02-23,2026-03,7,1,billing question,email,low,billing support,1,0.00,13.88,14.38
2026-03-01,2026-02-23,2026-03,7,1,billing question,portal,high,billing support,2,0.50,3.19,13.59
2026-03-01,2026-02-23,2026-03,7,1,bug report,email,high,technical support,1,1.00,6.34,2190.50
2026-03-01,2026-02-23,2026-03,7,1,bug report,email,low,technical support,2,0.00,22.55,43.89
2026-03-01,2026-02-23,2026-03,7,1,bug report,phone,high,technical support,1,0.00,3.74,20.13
2026-03-01,2026-02-23,2026-03,7,1,bug report,portal,low,technical support,1,0.00,14.42,39.39
2026-03-01,2026-02-23,2026-03,7,1,bug report,portal,medium,technical support,1,1.00,16.45,99.32
2026-03-01,2026-02-23,2026-03,7,1,data export,chat,low,platform operations,1,0.00,29.05,77.01
2026-03-01,2026-02-23,2026-03,7,1,data export,email,high,platform operations,1,1.00,5.50,69.15
2026-03-01,2026-02-23,2026-03,7,1,feature request,email,medium,customer success,2,0.00,18.80,35.86
2026-03-01,2026-02-23,2026-03,7,1,invoice dispute,portal,medium,billing support,1,0.00,24.16,38.34
2026-03-01,2026-02-23,2026-03,7,1,login access,email,low,technical support,1,0.00,12.52,19.39
2026-03-01,2026-02-23,2026-03,7,1,login access,email,medium,technical support,1,0.00,10.49,14.64
2026-03-01,2026-02-23,2026-03,7,1,login access,portal,medium,technical support,1,0.00,15.69,16.19
2026-03-01,2026-02-23,2026-03,7,1,onboarding help,chat,low,customer success,1,0.00,22.78,39.09
2026-03-02,2026-03-02,2026-03,1,0,abuse report,chat,medium,trust and safety,1,0.00,18.09,42.12
2026-03-02,2026-03-02,2026-03,1,0,billing question,chat,high,billing support,1,0.00,1.72,11.09
2026-03-02,2026-03-02,2026-03,1,0,billing question,email,critical,billing support,1,1.00,2.05,9.98
2026-03-02,2026-03-02,2026-03,1,0,billing question,email,medium,billing support,3,0.00,16.68,19.65
2026-03-02,2026-03-02,2026-03,1,0,billing question,portal,medium,billing support,2,0.00,7.61,13.38
2026-03-02,2026-03-02,2026-03,1,0,bug report,chat,medium,technical support,1,0.00,23.80,36.33
2026-03-02,2026-03-02,2026-03,1,0,bug report,email,low,technical support,1,0.00,68.88,69.38
2026-03-02,2026-03-02,2026-03,1,0,bug report,phone,low,technical support,1,0.00,30.92,42.28
2026-03-02,2026-03-02,2026-03,1,0,bug report,phone,medium,technical support,1,0.00,15.76,27.37
2026-03-02,2026-03-02,2026-03,1,0,bug report,portal,medium,technical support,2,0.50,17.41,43.66
2026-03-02,2026-03-02,2026-03,1,0,bug report,social,low,technical support,1,0.00,28.96,77.29
2026-03-02,2026-03-02,2026-03,1,0,data export,email,medium,platform operations,1,0.00,25.23,40.69
2026-03-02,2026-03-02,2026-03,1,0,data export,social,medium,platform operations,1,1.00,17.09,97.40
2026-03-02,2026-03-02,2026-03,1,0,feature request,chat,medium,customer success,1,1.00,22.91,84.60
2026-03-02,2026-03-02,2026-03,1,0,feature request,portal,high,customer success,1,1.00,2.77,2168.02
2026-03-02,2026-03-02,2026-03,1,0,integration issue,chat,low,platform operations,1,0.00,37.41,85.99
2026-03-02,2026-03-02,2026-03,1,0,integration issue,chat,medium,platform operations,3,0.67,35.87,99.70
2026-03-02,2026-03-02,2026-03,1,0,integration issue,email,high,platform operations,1,1.00,3.42,22.61
2026-03-02,2026-03-02,2026-03,1,0,integration issue,social,medium,platform operations,1,1.00,25.57,62.22
2026-03-02,2026-03-02,2026-03,1,0,invoice dispute,email,high,billing support,1,1.00,5.96,39.65
2026-03-02,2026-03-02,2026-03,1,0,invoice dispute,email,medium,billing support,1,0.00,5.38,32.23
2026-03-02,2026-03-02,2026-03,1,0,invoice dispute,phone,critical,billing support,1,1.00,3.08,34.87
2026-03-02,2026-03-02,2026-03,1,0,invoice dispute,phone,medium,billing support,1,0.00,33.53,34.03
2026-03-02,2026-03-02,2026-03,1,0,invoice dispute,portal,high,billing support,1,1.00,3.13,13.89
2026-03-02,2026-03-02,2026-03,1,0,invoice dispute,portal,medium,billing support,1,0.00,44.63,55.97
2026-03-02,2026-03-02,2026-03,1,0,login access,email,low,technical support,1,1.00,24.94,2173.13
2026-03-02,2026-03-02,2026-03,1,0,login access,portal,low,technical support,1,0.00,33.46,42.40
2026-03-02,2026-03-02,2026-03,1,0,onboarding help,chat,high,customer success,1,1.00,4.57,18.03
2026-03-02,2026-03-02,2026-03,1,0,onboarding help,chat,medium,customer success,1,1.00,26.15,65.77
2026-03-02,2026-03-02,2026-03,1,0,onboarding help,email,critical,customer success,2,0.00,2.23,4.94
2026-03-02,2026-03-02,2026-03,1,0,onboarding help,email,high,customer success,1,1.00,3.84,22.41
2026-03-02,2026-03-02,2026-03,1,0,onboarding help,email,medium,customer success,3,0.00,17.56,31.98
2026-03-02,2026-03-02,2026-03,1,0,onboarding help,phone,low,customer success,1,0.00,53.88,54.38
2026-03-02,2026-03-02,2026-03,1,0,onboarding help,portal,medium,customer success,1,0.00,6.79,18.57
2026-03-03,2026-03-02,2026-03,2,0,abuse report,portal,low,trust and safety,1,0.00,28.42,58.79
2026-03-03,2026-03-02,2026-03,2,0,billing question,email,low,billing support,2,0.00,14.76,24.73
2026-03-03,2026-03-02,2026-03,2,0,bug report,chat,low,technical support,1,0.00,32.20,80.59
2026-03-03,2026-03-02,2026-03,2,0,bug report,chat,medium,technical support,2,1.00,26.09,1094.73
2026-03-03,2026-03-02,2026-03,2,0,bug report,email,medium,technical support,1,1.00,13.01,51.20
2026-03-03,2026-03-02,2026-03,2,0,bug report,portal,low,technical support,1,1.00,55.68,139.82
2026-03-03,2026-03-02,2026-03,2,0,bug report,social,low,technical support,1,0.00,43.36,51.56
2026-03-03,2026-03-02,2026-03,2,0,bug report,social,medium,technical support,1,0.00,16.06,27.28
2026-03-03,2026-03-02,2026-03,2,0,feature request,email,medium,customer success,1,0.00,21.98,23.21
2026-03-03,2026-03-02,2026-03,2,0,feature request,phone,low,customer success,1,0.00,54.43,54.93
2026-03-03,2026-03-02,2026-03,2,0,feature request,portal,high,customer success,1,0.00,5.19,9.09
2026-03-03,2026-03-02,2026-03,2,0,feature request,portal,medium,customer success,1,1.00,16.86,43.11
2026-03-03,2026-03-02,2026-03,2,0,integration issue,chat,medium,platform operations,2,0.50,25.43,45.30
2026-03-03,2026-03-02,2026-03,2,0,integration issue,email,high,platform operations,1,1.00,4.21,24.32
2026-03-03,2026-03-02,2026-03,2,0,integration issue,phone,high,platform operations,1,1.00,7.59,37.78
2026-03-03,2026-03-02,2026-03,2,0,integration issue,phone,medium,platform operations,1,1.00,12.57,2149.58
2026-03-03,2026-03-02,2026-03,2,0,integration issue,social,low,platform operations,1,0.00,14.84,67.86
2026-03-03,2026-03-02,2026-03,2,0,invoice dispute,chat,high,billing support,1,1.00,5.65,22.09
2026-03-03,2026-03-02,2026-03,2,0,invoice dispute,email,low,billing support,1,0.00,54.51,55.01
2026-03-03,2026-03-02,2026-03,2,0,login access,chat,high,technical support,1,0.00,5.08,10.52
2026-03-03,2026-03-02,2026-03,2,0,login access,email,medium,technical support,2,0.00,8.88,13.07
2026-03-03,2026-03-02,2026-03,2,0,login access,portal,high,technical support,1,0.00,4.50,17.45
2026-03-03,2026-03-02,2026-03,2,0,onboarding help,phone,low,customer success,2,1.00,36.39,1136.92
2026-03-03,2026-03-02,2026-03,2,0,onboarding help,phone,medium,customer success,1,0.00,15.68,16.18
2026-03-03,2026-03-02,2026-03,2,0,onboarding help,portal,low,customer success,1,0.00,53.30,81.96
2026-03-04,2026-03-02,2026-03,3,0,abuse report,chat,high,trust and safety,1,1.00,11.15,47.31
2026-03-04,2026-03-02,2026-03,3,0,abuse report,phone,high,trust and safety,1,1.00,6.01,37.79
2026-03-04,2026-03-02,2026-03,3,0,abuse report,portal,medium,trust and safety,1,0.00,19.91,26.19
2026-03-04,2026-03-02,2026-03,3,0,abuse report,social,medium,trust and safety,1,0.00,24.38,58.96
2026-03-04,2026-03-02,2026-03,3,0,billing question,chat,medium,billing support,1,0.00,9.99,10.49
2026-03-04,2026-03-02,2026-03,3,0,billing question,email,critical,billing support,1,0.00,0.57,3.12
2026-03-04,2026-03-02,2026-03,3,0,billing question,email,low,billing support,1,0.00,22.56,27.49
2026-03-04,2026-03-02,2026-03,3,0,billing question,email,medium,billing support,1,0.00,12.84,16.48
2026-03-04,2026-03-02,2026-03,3,0,billing question,portal,high,billing support,1,0.00,3.05,6.49
2026-03-04,2026-03-02,2026-03,3,0,bug report,chat,medium,technical support,1,1.00,22.12,2115.92
2026-03-04,2026-03-02,2026-03,3,0,bug report,email,low,technical support,1,1.00,53.07,179.67
2026-03-04,2026-03-02,2026-03,3,0,bug report,phone,medium,technical support,1,0.00,24.98,25.48
2026-03-04,2026-03-02,2026-03,3,0,bug report,portal,low,technical support,1,0.00,34.03,44.69
2026-03-04,2026-03-02,2026-03,3,0,bug report,portal,medium,technical support,1,1.00,9.97,49.71
2026-03-04,2026-03-02,2026-03,3,0,data export,chat,high,platform operations,1,0.00,4.08,14.59
2026-03-04,2026-03-02,2026-03,3,0,feature request,chat,critical,customer success,1,0.00,1.03,3.36
2026-03-04,2026-03-02,2026-03,3,0,feature request,email,medium,customer success,1,0.00,10.25,20.96
2026-03-04,2026-03-02,2026-03,3,0,feature request,portal,high,customer success,1,0.00,6.78,13.01
2026-03-04,2026-03-02,2026-03,3,0,integration issue,portal,high,platform operations,1,1.00,6.33,2116.22
2026-03-04,2026-03-02,2026-03,3,0,integration issue,portal,low,platform operations,3,0.33,42.37,103.53
2026-03-04,2026-03-02,2026-03,3,0,invoice dispute,chat,high,billing support,1,0.00,4.20,19.16
2026-03-04,2026-03-02,2026-03,3,0,invoice dispute,chat,medium,billing support,1,0.00,8.04,14.28
2026-03-04,2026-03-02,2026-03,3,0,invoice dispute,email,medium,billing support,1,0.00,15.93,26.31
2026-03-04,2026-03-02,2026-03,3,0,invoice dispute,social,low,billing support,1,1.00,18.87,2113.53
2026-03-04,2026-03-02,2026-03,3,0,login access,chat,medium,technical support,1,0.00,24.08,24.58
2026-03-04,2026-03-02,2026-03,3,0,login access,email,medium,technical support,1,1.00,7.61,62.59
2026-03-05,2026-03-02,2026-03,4,0,abuse report,email,medium,trust and safety,1,0.00,25.43,25.93
2026-03-05,2026-03-02,2026-03,4,0,abuse report,phone,high,trust and safety,1,1.00,9.76,25.46
2026-03-05,2026-03-02,2026-03,4,0,abuse report,portal,low,trust and safety,1,0.00,62.75,63.25
2026-03-05,2026-03-02,2026-03,4,0,billing question,chat,high,billing support,1,0.00,1.62,13.21
2026-03-05,2026-03-02,2026-03,4,0,billing question,chat,low,billing support,1,0.00,23.29,32.52
2026-03-05,2026-03-02,2026-03,4,0,billing question,email,low,billing support,1,0.00,29.64,30.14
2026-03-05,2026-03-02,2026-03,4,0,billing question,phone,low,billing support,1,0.00,21.59,46.85
2026-03-05,2026-03-02,2026-03,4,0,billing question,phone,medium,billing support,1,0.00,4.59,16.11
2026-03-05,2026-03-02,2026-03,4,0,billing question,portal,high,billing support,1,1.00,4.62,15.25
2026-03-05,2026-03-02,2026-03,4,0,bug report,email,low,technical support,1,0.00,28.90,37.34
2026-03-05,2026-03-02,2026-03,4,0,feature request,chat,medium,customer success,1,0.00,15.62,26.39
2026-03-05,2026-03-02,2026-03,4,0,feature request,email,high,customer success,1,1.00,3.29,31.92
2026-03-05,2026-03-02,2026-03,4,0,feature request,portal,low,customer success,1,1.00,25.66,2103.65
2026-03-05,2026-03-02,2026-03,4,0,integration issue,chat,medium,platform operations,1,1.00,21.19,58.58
2026-03-05,2026-03-02,2026-03,4,0,integration issue,email,low,platform operations,1,0.00,25.57,62.59
2026-03-05,2026-03-02,2026-03,4,0,invoice dispute,email,low,billing support,1,0.00,15.43,31.94
2026-03-05,2026-03-02,2026-03,4,0,invoice dispute,email,medium,billing support,1,0.00,16.28,16.78
2026-03-05,2026-03-02,2026-03,4,0,login access,chat,low,technical support,1,0.00,52.35,52.85
2026-03-05,2026-03-02,2026-03,4,0,login access,email,critical,technical support,1,0.00,1.31,7.12
2026-03-05,2026-03-02,2026-03,4,0,login access,email,medium,technical support,2,0.00,10.52,22.98
