ticket_id,created_at,first_response_at,closed_at,status,priority,category,channel,agent_id,department_id,customer_segment_id,sla_target_hours,sla_breached,first_response_hours,resolution_hours,satisfaction_score
tck_003567,2026-02-19 13:28,2026-02-19 21:14,2026-02-19 22:37,closed,medium,login access,portal,agt_004,dep_01,seg_04,57,0,7.78,9.15,4.8
tck_003568,2026-02-19 19:29,2026-02-20 16:14,2026-02-22 10:03,closed,medium,bug report,portal,agt_017,dep_01,seg_01,36,1,20.76,62.58,3.7
tck_003569,2026-02-19 12:06,2026-02-19 14:56,2026-02-20 06:40,closed,high,billing question,email,agt_005,dep_02,seg_03,18,1,2.85,18.58,2.4
tck_003570,2026-02-19 17:27,2026-02-20 23:07,2026-02-20 23:37,closed,medium,onboarding help,chat,agt_010,dep_03,seg_03,48,0,29.68,30.18,5.0
tck_003571,2026-02-19 13:12,2026-02-20 10:14,,in_progress,medium,login access,email,agt_003,dep_01,seg_02,43,1,21.04,2434.78,
tck_003572,2026-02-19 15:19,2026-02-20 09:05,2026-02-20 09:35,closed,medium,login access,social,agt_003,dep_01,seg_02,43,0,17.78,18.28,5.0
tck_003573,2026-02-19 09:15,2026-02-20 05:12,2026-02-21 04:46,closed,medium,integration issue,portal,agt_014,dep_05,seg_04,57,0,19.96,43.52,4.1
tck_003574,2026-02-19 15:35,2026-02-20 11:44,2026-02-20 17:59,closed,low,onboarding help,email,agt_018,dep_03,seg_01,72,0,20.16,26.41,4.9
tck_003575,2026-02-19 03:21,2026-02-19 08:23,2026-02-20 02:06,closed,high,invoice dispute,phone,agt_005,dep_02,seg_03,18,1,5.05,22.76,2.9
tck_003576,2026-02-19 16:10,2026-02-19 16:55,2026-02-19 23:43,resolved,critical,login access,chat,agt_004,dep_01,seg_01,6,1,0.75,7.55,3.2
tck_003577,2026-02-19 16:44,2026-02-21 01:23,2026-02-27 00:16,closed,low,abuse report,chat,agt_013,dep_04,seg_01,72,1,32.65,175.54,2.8
tck_003578,2026-02-19 10:45,2026-02-20 07:36,2026-02-20 11:02,closed,medium,bug report,email,agt_017,dep_01,seg_03,48,0,20.85,24.29,4.3
tck_003579,2026-02-19 14:47,2026-02-20 04:37,2026-02-20 09:22,closed,medium,billing question,phone,agt_005,dep_02,seg_03,48,0,13.85,18.59,5.0
tck_003580,2026-02-19 13:02,2026-02-20 08:20,2026-02-20 17:35,closed,medium,integration issue,email,agt_014,dep_05,seg_04,57,0,19.31,28.55,4.8
tck_003581,2026-02-19 15:22,2026-02-20 13:23,2026-02-20 22:45,closed,low,feature request,phone,agt_018,dep_03,seg_02,86,0,22.02,31.39,4.4
tck_003582,2026-02-19 15:45,2026-02-20 03:48,2026-02-21 08:22,resolved,medium,onboarding help,chat,agt_010,dep_03,seg_03,48,0,12.05,40.63,4.6
tck_003583,2026-02-19 09:27,2026-02-20 18:38,2026-02-20 19:08,closed,low,onboarding help,social,agt_009,dep_03,seg_01,72,0,33.19,33.69,4.8
tck_003584,2026-02-19 09:48,2026-02-22 08:33,2026-02-22 09:03,closed,low,integration issue,email,agt_014,dep_05,seg_03,96,0,70.75,71.25,4.6
tck_003585,2026-02-19 14:14,2026-02-19 23:52,2026-02-20 03:12,closed,low,onboarding help,email,agt_018,dep_03,seg_01,72,0,9.64,12.97,4.5
tck_003586,2026-02-19 12:25,2026-02-19 13:39,2026-02-20 00:10,closed,critical,abuse report,email,agt_011,dep_04,seg_01,6,1,1.24,11.75,3.2
tck_003587,2026-02-19 14:29,2026-02-20 02:14,2026-02-20 02:44,closed,medium,invoice dispute,phone,agt_006,dep_02,seg_03,48,0,11.76,12.26,5.0
tck_003588,2026-02-19 15:16,2026-02-19 16:34,2026-02-20 03:39,closed,critical,feature request,phone,agt_009,dep_03,seg_02,7,1,1.31,12.39,3.4
tck_003589,2026-02-19 15:23,2026-02-21 23:16,2026-02-21 23:46,closed,low,invoice dispute,email,agt_006,dep_02,seg_02,86,0,55.89,56.39,4.3
tck_003590,2026-02-19 15:52,2026-02-20 13:24,2026-02-22 15:30,closed,medium,integration issue,email,agt_015,dep_05,seg_02,43,1,21.53,71.65,3.0
tck_003591,2026-02-19 16:00,2026-02-22 10:32,2026-02-22 11:02,closed,low,bug report,chat,agt_017,dep_01,seg_02,86,0,66.55,67.05,4.1
tck_003592,2026-02-19 14:05,2026-02-20 05:59,2026-02-20 15:20,closed,medium,onboarding help,social,agt_008,dep_03,seg_03,48,0,15.91,25.26,4.4
tck_003593,2026-02-19 11:53,2026-02-19 20:35,2026-02-20 08:01,closed,medium,billing question,chat,agt_006,dep_02,seg_04,57,0,8.70,20.14,4.8
tck_003594,2026-02-20 08:20,2026-02-20 22:55,2026-02-20 23:25,closed,low,billing question,social,agt_007,dep_02,seg_03,96,0,14.59,15.09,5.0
tck_003595,2026-02-20 14:10,2026-02-20 20:47,2026-02-21 04:14,closed,medium,login access,chat,agt_004,dep_01,seg_02,43,0,6.62,14.08,4.8
tck_003596,2026-02-20 17:42,2026-02-21 01:01,2026-02-21 13:19,resolved,medium,billing question,portal,agt_006,dep_02,seg_01,36,0,7.33,19.63,5.0
tck_003597,2026-02-20 12:26,2026-02-21 05:54,2026-02-24 21:55,closed,low,invoice dispute,portal,agt_006,dep_02,seg_04,115,0,17.47,105.50,4.1
tck_003598,2026-02-20 10:23,2026-02-21 00:38,2026-02-21 10:52,closed,low,login access,chat,agt_004,dep_01,seg_02,86,0,14.26,24.49,4.9
tck_003599,2026-02-20 15:53,2026-02-21 12:04,2026-02-22 00:25,closed,low,billing question,chat,agt_005,dep_02,seg_03,96,0,20.20,32.53,5.0
tck_003600,2026-02-20 12:52,2026-02-21 02:11,2026-02-21 10:38,closed,low,login access,chat,agt_004,dep_01,seg_02,86,0,13.32,21.77,4.9
tck_003601,2026-02-20 20:54,2026-02-21 19:43,2026-02-21 20:13,closed,low,feature request,portal,agt_018,dep_03,seg_04,115,0,22.83,23.33,4.6
tck_003602,2026-02-20 19:15,2026-02-21 18:51,2026-02-21 19:55,closed,low,onboarding help,email,agt_010,dep_03,seg_04,115,0,23.61,24.68,5.0
tck_003603,2026-02-20 12:54,2026-02-20 21:10,2026-02-20 21:40,closed,high,integration issue,phone,agt_014,dep_05,seg_04,21,0,8.27,8.77,5.0
tck_003604,2026-02-20 20:36,2026-02-21 15:44,2026-02-21 16:38,closed,low,billing question,email,agt_006,dep_02,seg_04,115,0,19.15,20.04,4.6
tck_003605,2026-02-20 14:58,2026-02-22 16:21,2026-02-27 19:41,closed,low,integration issue,email,agt_014,dep_05,seg_04,115,1,49.39,172.72,3.4
tck_003606,2026-02-20 10:53,2026-02-20 15:55,2026-02-21 17:20,closed,high,integration issue,chat,agt_015,dep_05,seg_02,16,1,5.04,30.46,3.1
tck_003607,2026-02-20 08:08,2026-02-22 10:04,,open,low,data export,portal,agt_014,dep_05,seg_02,86,1,49.95,2415.85,
tck_003608,2026-02-20 13:46,2026-02-21 02:23,2026-02-21 06:18,closed,medium,login access,portal,agt_003,dep_01,seg_01,36,0,12.62,16.54,4.6
tck_003609,2026-02-20 09:59,2026-02-20 17:39,2026-02-20 19:30,closed,medium,billing question,email,agt_006,dep_02,seg_04,57,0,7.68,9.52,4.7
tck_003610,2026-02-20 11:02,2026-02-20 15:45,2026-02-21 06:43,closed,medium,login access,email,agt_004,dep_01,seg_04,57,0,4.73,19.69,4.3
tck_003611,2026-02-20 07:50,2026-02-21 22:58,2026-02-21 23:28,closed,medium,integration issue,email,agt_014,dep_05,seg_02,43,0,39.15,39.65,4.2
tck_003612,2026-02-20 16:57,2026-02-21 16:19,2026-02-21 17:07,closed,low,billing question,phone,agt_007,dep_02,seg_02,86,0,23.37,24.18,5.0
tck_003613,2026-02-21 10:40,2026-02-21 14:56,2026-02-22 11:28,closed,high,data export,email,agt_014,dep_05,seg_02,16,1,4.27,24.81,3.2
tck_003614,2026-02-21 02:59,2026-02-22 00:07,2026-02-22 02:20,closed,low,login access,email,agt_001,dep_01,seg_03,96,0,21.15,23.36,4.5
tck_003615,2026-02-21 09:47,2026-02-21 18:20,2026-02-22 09:22,closed,medium,bug report,email,agt_001,dep_01,seg_03,48,0,8.57,23.60,3.8
tck_003616,2026-02-21 10:15,2026-02-21 16:11,2026-02-22 06:49,closed,high,onboarding help,phone,agt_009,dep_03,seg_02,16,1,5.95,20.57,3.5
tck_003617,2026-02-21 12:18,2026-02-22 05:07,2026-02-22 06:24,closed,medium,bug report,email,agt_001,dep_01,seg_01,36,0,16.83,18.11,4.7
tck_003618,2026-02-21 14:36,2026-02-22 00:04,2026-02-22 04:45,closed,medium,billing question,email,agt_006,dep_02,seg_03,48,0,9.48,14.15,4.4
tck_003619,2026-02-21 13:22,2026-02-22 03:23,2026-02-22 03:57,closed,medium,login access,portal,agt_017,dep_01,seg_03,48,0,14.03,14.59,4.7
tck_003620,2026-02-21 09:01,2026-02-21 10:51,2026-02-21 13:48,resolved,high,billing question,email,agt_006,dep_02,seg_01,13,0,1.84,4.80,5.0
tck_003621,2026-02-21 10:09,2026-02-21 18:42,2026-02-22 07:27,resolved,medium,login access,email,agt_003,dep_01,seg_03,48,0,8.56,21.30,5.0
tck_003622,2026-02-21 09:39,2026-02-22 04:04,2026-02-24 17:05,closed,low,bug report,phone,agt_004,dep_01,seg_02,86,0,18.42,79.45,4.8
tck_003623,2026-02-21 10:18,2026-02-21 11:23,2026-02-21 16:30,closed,critical,billing question,chat,agt_005,dep_02,seg_04,9,0,1.08,6.21,4.3
tck_003624,2026-02-22 11:59,2026-02-23 10:34,2026-02-23 23:41,closed,low,billing question,email,agt_006,dep_02,seg_05,129,0,22.59,35.70,4.1
tck_003625,2026-02-22 11:24,2026-02-23 14:47,2026-02-23 15:17,resolved,medium,onboarding help,phone,agt_010,dep_03,seg_05,64,0,27.40,27.90,4.5
tck_003626,2026-02-22 10:47,2026-02-22 14:43,2026-02-22 20:49,resolved,high,bug report,email,agt_001,dep_01,seg_01,13,0,3.94,10.05,4.7
tck_003627,2026-02-22 13:52,2026-02-23 07:34,2026-02-24 02:07,closed,low,invoice dispute,chat,agt_005,dep_02,seg_03,96,0,17.71,36.26,4.5
tck_003628,2026-02-22 14:08,2026-02-23 06:28,2026-02-24 14:12,closed,low,login access,email,agt_001,dep_01,seg_02,86,0,16.34,48.08,4.6
tck_003629,2026-02-22 12:52,2026-02-23 01:12,2026-02-24 07:20,closed,medium,integration issue,email,agt_014,dep_05,seg_02,43,0,12.34,42.47,4.2
tck_003630,2026-02-22 18:39,2026-02-23 18:49,2026-02-27 15:07,closed,low,login access,email,agt_017,dep_01,seg_03,96,1,24.18,116.48,3.1
tck_003631,2026-02-22 00:49,2026-02-23 08:44,2026-02-24 16:51,closed,low,integration issue,portal,agt_016,dep_05,seg_03,96,0,31.92,64.04,4.7
tck_003632,2026-02-23 16:59,2026-02-24 10:19,2026-02-24 10:49,resolved,medium,billing question,email,agt_007,dep_02,seg_03,48,0,17.34,17.84,5.0
tck_003633,2026-02-23 16:19,2026-02-24 07:56,2026-02-25 00:45,closed,medium,data export,email,agt_014,dep_05,seg_03,48,0,15.62,32.44,4.9
tck_003634,2026-02-23 10:55,2026-02-23 11:40,2026-02-24 00:59,closed,critical,login access,email,agt_004,dep_01,seg_03,8,1,0.76,14.07,2.5
tck_003635,2026-02-23 14:41,2026-02-24 05:20,2026-02-24 16:02,closed,high,data export,chat,agt_016,dep_05,seg_03,18,1,14.66,25.36,3.3
tck_003636,2026-02-23 16:12,2026-02-24 06:15,2026-02-24 21:35,closed,high,integration issue,chat,agt_014,dep_05,seg_02,16,1,14.07,29.39,2.9
tck_003637,2026-02-23 15:17,2026-02-23 17:36,2026-02-24 03:15,closed,high,billing question,email,agt_006,dep_02,seg_03,18,0,2.32,11.98,3.9
tck_003638,2026-02-23 16:08,2026-02-25 01:36,2026-02-27 20:35,closed,medium,feature request,email,agt_008,dep_03,seg_02,43,1,33.48,100.46,2.4
tck_003639,2026-02-23 08:23,2026-02-23 15:16,2026-02-24 07:40,closed,medium,billing question,chat,agt_005,dep_02,seg_03,48,0,6.89,23.30,5.0
tck_003640,2026-02-23 13:06,2026-02-23 22:24,2026-02-24 12:07,closed,medium,invoice dispute,email,agt_006,dep_02,seg_03,48,0,9.31,23.03,4.6
tck_003641,2026-02-23 17:23,2026-02-24 20:27,,pending,medium,integration issue,chat,agt_014,dep_05,seg_02,43,1,27.08,2334.60,
tck_003642,2026-02-23 11:36,2026-02-23 19:13,2026-02-24 06:23,closed,medium,feature request,chat,agt_018,dep_03,seg_02,43,0,7.63,18.79,5.0
tck_003643,2026-02-23 18:30,2026-02-24 14:37,2026-02-24 16:21,closed,medium,onboarding help,portal,agt_009,dep_03,seg_01,36,0,20.12,21.86,4.5
tck_003644,2026-02-23 11:50,2026-02-23 12:28,2026-02-24 04:02,closed,critical,integration issue,portal,agt_014,dep_05,seg_03,8,1,0.64,16.21,2.5
tck_003645,2026-02-23 15:17,2026-02-24 12:07,2026-02-24 16:27,closed,medium,billing question,phone,agt_005,dep_02,seg_03,48,0,20.85,25.17,4.9
tck_003646,2026-02-23 08:35,2026-02-23 17:45,2026-02-24 01:05,resolved,medium,billing question,chat,agt_005,dep_02,seg_02,43,0,9.18,16.50,4.4
tck_003647,2026-02-23 09:12,2026-02-23 13:51,2026-02-23 19:01,closed,high,billing question,email,agt_005,dep_02,seg_03,18,0,4.66,9.82,4.8
tck_003648,2026-02-23 14:21,2026-02-24 08:58,2026-02-26 18:37,closed,low,abuse report,email,agt_012,dep_04,seg_02,86,0,18.62,76.28,4.4
tck_003649,2026-02-23 16:07,2026-02-24 15:18,2026-02-24 21:32,closed,medium,data export,chat,agt_014,dep_05,seg_02,43,0,23.19,29.42,4.5
tck_003650,2026-02-23 16:11,2026-02-25 14:20,2026-02-27 11:52,closed,low,bug report,portal,agt_001,dep_01,seg_01,72,1,46.16,91.69,3.3
tck_003651,2026-02-23 12:02,2026-02-23 22:30,2026-02-24 09:12,closed,low,login access,portal,agt_017,dep_01,seg_04,115,0,10.47,21.17,5.0
tck_003652,2026-02-23 09:12,2026-02-23 16:04,2026-02-24 13:45,closed,high,bug report,chat,agt_004,dep_01,seg_04,21,1,6.87,28.56,2.5
tck_003653,2026-02-23 14:10,2026-02-24 06:18,2026-02-27 03:09,closed,medium,integration issue,phone,agt_014,dep_05,seg_02,43,1,16.14,84.99,3.0
tck_003654,2026-02-23 14:00,2026-02-24 10:51,2026-02-24 20:11,closed,low,onboarding help,chat,agt_009,dep_03,seg_02,86,0,20.86,30.19,4.9
tck_003655,2026-02-23 17:36,2026-02-23 22:37,2026-02-24 09:10,closed,high,abuse report,email,agt_012,dep_04,seg_03,18,0,5.03,15.58,4.3
tck_003656,2026-02-23 12:55,2026-02-24 08:31,2026-02-24 19:14,closed,medium,login access,phone,agt_017,dep_01,seg_04,57,0,19.61,30.32,4.7
tck_003657,2026-02-23 09:13,2026-02-24 12:15,2026-02-25 20:05,resolved,low,login access,phone,agt_003,dep_01,seg_03,96,0,27.04,58.87,4.5
tck_003658,2026-02-23 10:05,2026-02-24 22:07,2026-02-24 22:37,closed,low,bug report,portal,agt_017,dep_01,seg_04,115,0,36.04,36.54,4.7
tck_003659,2026-02-23 10:31,2026-02-23 20:09,2026-02-24 11:57,closed,low,login access,phone,agt_004,dep_01,seg_03,96,0,9.63,25.45,4.7
tck_003660,2026-02-23 19:47,2026-02-24 01:52,2026-02-25 08:39,closed,high,login access,portal,agt_017,dep_01,seg_04,21,1,6.09,36.87,3.0
tck_003661,2026-02-23 14:38,2026-02-24 14:24,2026-02-25 05:55,closed,medium,invoice dispute,chat,agt_005,dep_02,seg_04,57,0,23.77,39.30,4.5
tck_003662,2026-02-23 11:19,2026-02-24 00:45,2026-02-24 08:36,closed,high,bug report,social,agt_001,dep_01,seg_02,16,1,13.44,21.29,4.0
tck_003663,2026-02-23 07:09,2026-02-24 03:43,2026-02-25 09:26,closed,medium,feature request,social,agt_009,dep_03,seg_01,36,1,20.58,50.29,4.0
tck_003664,2026-02-23 14:58,2026-02-24 21:10,2026-02-24 21:40,closed,low,billing question,chat,agt_007,dep_02,seg_01,72,0,30.21,30.71,5.0
tck_003665,2026-02-23 19:08,2026-02-24 03:23,2026-02-24 20:27,closed,medium,login access,email,agt_017,dep_01,seg_01,36,0,8.26,25.32,4.5
tck_003666,2026-02-23 16:31,2026-02-24 02:48,2026-02-27 22:07,closed,medium,onboarding help,phone,agt_010,dep_03,seg_05,64,1,10.29,101.60,3.6
tck_003667,2026-02-23 03:28,2026-02-23 19:49,2026-02-24 00:59,closed,low,billing question,email,agt_005,dep_02,seg_04,115,0,16.36,21.52,4.6
tck_003668,2026-02-23 12:35,2026-02-25 21:57,2026-02-25 22:27,closed,low,feature request,email,agt_009,dep_03,seg_01,72,0,57.37,57.87,4.5
tck_003669,2026-02-24 10:42,2026-02-25 17:18,2026-02-25 17:48,closed,low,bug report,email,agt_004,dep_01,seg_02,86,0,30.61,31.11,4.9
tck_003670,2026-02-24 20:36,2026-02-25 07:37,2026-02-25 10:47,closed,medium,onboarding help,email,agt_009,dep_03,seg_04,57,0,11.02,14.19,4.5
tck_003671,2026-02-24 06:05,2026-02-24 10:32,2026-02-26 01:53,closed,high,bug report,chat,agt_017,dep_01,seg_02,16,1,4.45,43.81,2.2
tck_003672,2026-02-24 10:42,2026-02-24 23:03,2026-02-24 23:33,resolved,medium,invoice dispute,chat,agt_005,dep_02,seg_02,43,0,12.36,12.86,4.9
tck_003673,2026-02-24 23:16,2026-02-26 12:43,2026-02-26 13:13,closed,low,abuse report,email,agt_011,dep_04,seg_02,86,0,37.47,37.97,4.1
tck_003674,2026-02-24 09:39,2026-02-24 23:14,2026-02-25 04:00,closed,medium,login access,email,agt_003,dep_01,seg_01,36,0,13.59,18.36,4.5
tck_003675,2026-02-24 05:20,2026-02-24 21:38,2026-02-26 14:53,closed,medium,abuse report,portal,agt_012,dep_04,seg_02,43,1,16.31,57.55,4.0
tck_003676,2026-02-24 10:57,2026-02-25 03:24,2026-02-27 17:49,closed,medium,data export,phone,agt_014,dep_05,seg_01,36,1,16.47,78.87,3.6
tck_003677,2026-02-24 11:39,2026-02-24 20:35,2026-02-24 21:47,closed,high,login access,chat,agt_017,dep_01,seg_04,21,0,8.94,10.14,4.6
tck_003678,2026-02-24 06:34,2026-02-24 10:09,2026-02-25 04:23,closed,medium,login access,phone,agt_002,dep_01,seg_02,43,0,3.58,21.83,4.9
tck_003679,2026-02-24 14:30,2026-02-26 07:15,2026-02-27 03:30,closed,low,bug report,social,agt_004,dep_01,seg_02,86,0,40.76,61.00,4.9
tck_003680,2026-02-24 12:31,2026-02-25 22:08,,open,low,login access,phone,agt_017,dep_01,seg_04,115,1,33.62,2315.47,
tck_003681,2026-02-24 10:37,2026-02-24 19:49,2026-02-24 20:19,closed,high,billing question,email,agt_005,dep_02,seg_02,16,0,9.21,9.71,4.9
tck_003682,2026-02-24 11:44,2026-02-24 14:12,2026-02-24 20:58,closed,high,data export,email,agt_015,dep_05,seg_02,16,0,2.48,9.25,4.1
tck_003683,2026-02-24 11:04,2026-02-25 15:58,,in_progress,low,login access,phone,agt_001,dep_01,seg_02,86,1,28.91,2316.92,
tck_003684,2026-02-24 09:58,2026-02-24 18:06,2026-02-26 07:11,closed,medium,bug report,chat,agt_001,dep_01,seg_02,43,1,8.14,45.22,3.8
tck_003685,2026-02-24 13:43,2026-02-24 17:45,2026-02-25 03:33,closed,high,data export,phone,agt_014,dep_05,seg_02,16,0,4.04,13.85,5.0
tck_003686,2026-02-24 09:43,2026-02-24 10:20,,in_progress,critical,billing question,phone,agt_005,dep_02,seg_04,9,1,0.63,2318.27,
tck_003687,2026-02-24 15:33,2026-02-24 23:11,2026-02-25 09:42,closed,medium,onboarding help,email,agt_008,dep_03,seg_03,48,0,7.64,18.15,4.6
tck_003688,2026-02-25 08:05,2026-02-26 06:01,2026-03-01 10:52,closed,low,integration issue,email,agt_015,dep_05,seg_03,96,1,21.94,98.79,3.8
tck_003689,2026-02-25 19:34,2026-02-26 07:23,2026-03-01 13:18,closed,medium,bug report,phone,agt_004,dep_01,seg_01,36,1,11.83,89.74,3.1
tck_003690,2026-02-25 10:05,2026-02-25 16:58,2026-02-26 08:54,closed,medium,billing question,chat,agt_005,dep_02,seg_02,43,0,6.90,22.82,5.0
tck_003691,2026-02-25 10:48,2026-02-27 04:21,2026-03-01 10:35,closed,low,abuse report,email,agt_012,dep_04,seg_02,86,1,41.56,95.79,4.2
tck_003692,2026-02-25 15:17,2026-02-25 22:15,2026-02-25 23:55,closed,medium,billing question,portal,agt_006,dep_02,seg_03,48,0,6.97,8.64,4.8
tck_003693,2026-02-25 09:38,2026-02-26 04:24,2026-02-26 12:37,closed,medium,feature request,phone,agt_009,dep_03,seg_03,48,0,18.78,26.99,4.8
tck_003694,2026-02-25 15:39,2026-02-26 16:53,2026-02-27 02:36,closed,low,billing question,chat,agt_005,dep_02,seg_03,96,0,25.24,34.96,4.2
tck_003695,2026-02-25 17:28,2026-02-25 18:06,2026-02-26 05:18,closed,critical,billing question,email,agt_007,dep_02,seg_04,9,1,0.65,11.84,3.2
tck_003696,2026-02-25 19:10,2026-02-26 05:14,2026-02-26 05:44,closed,medium,billing question,chat,agt_006,dep_02,seg_03,48,0,10.07,10.57,4.9
tck_003697,2026-02-25 19:48,2026-02-27 00:44,2026-02-27 01:14,closed,low,billing question,phone,agt_007,dep_02,seg_01,72,0,28.93,29.43,5.0
tck_003698,2026-02-25 15:23,2026-02-25 19:17,2026-02-26 05:43,closed,medium,billing question,chat,agt_005,dep_02,seg_02,43,0,3.92,14.35,4.4
tck_003699,2026-02-25 12:11,2026-02-26 17:17,2026-02-26 17:47,closed,low,invoice dispute,social,agt_006,dep_02,seg_04,115,0,29.10,29.60,4.3
tck_003700,2026-02-25 15:51,2026-02-26 04:22,2026-02-26 09:40,closed,medium,feature request,phone,agt_018,dep_03,seg_01,36,0,12.52,17.82,5.0
tck_003701,2026-02-25 08:02,2026-02-25 16:20,2026-02-26 17:48,closed,medium,bug report,email,agt_002,dep_01,seg_02,43,0,8.30,33.78,5.0
tck_003702,2026-02-25 12:15,2026-02-26 04:06,2026-02-26 15:43,closed,medium,login access,phone,agt_003,dep_01,seg_03,48,0,15.86,27.48,4.7
tck_003703,2026-02-25 22:56,2026-02-26 06:26,2026-02-26 14:28,closed,medium,invoice dispute,phone,agt_005,dep_02,seg_03,48,0,7.52,15.54,4.9
tck_003704,2026-02-25 14:24,2026-02-26 00:58,,pending,medium,feature request,phone,agt_009,dep_03,seg_03,48,1,10.57,2289.58,
tck_003705,2026-02-25 13:52,2026-02-25 22:21,2026-02-27 21:48,closed,medium,data export,email,agt_014,dep_05,seg_03,48,1,8.49,55.95,3.7
tck_003706,2026-02-25 12:46,2026-02-25 18:30,,in_progress,medium,billing question,email,agt_006,dep_02,seg_02,43,1,5.74,2291.22,
tck_003707,2026-02-25 13:01,2026-02-26 04:11,2026-02-26 06:03,closed,medium,login access,portal,agt_001,dep_01,seg_03,48,0,15.18,17.04,4.6
tck_003708,2026-02-26 15:16,2026-02-26 16:57,2026-02-26 21:28,closed,critical,feature request,email,agt_009,dep_03,seg_03,8,0,1.70,6.21,4.6
tck_003709,2026-02-26 20:35,2026-03-01 19:37,2026-03-01 20:07,closed,low,invoice dispute,portal,agt_007,dep_02,seg_04,115,0,71.05,71.55,4.9
tck_003710,2026-02-26 14:40,2026-02-27 21:40,2026-02-27 22:10,resolved,medium,feature request,email,agt_009,dep_03,seg_02,43,0,31.01,31.51,4.7
tck_003711,2026-02-26 05:51,2026-02-26 10:36,,in_progress,high,bug report,phone,agt_003,dep_01,seg_01,13,1,4.75,2274.13,
tck_003712,2026-02-26 16:18,2026-02-28 10:57,2026-03-02 16:51,closed,low,integration issue,chat,agt_016,dep_05,seg_01,72,1,42.65,96.57,3.6
tck_003713,2026-02-26 08:12,2026-02-26 09:20,2026-02-26 21:15,closed,critical,abuse report,phone,agt_011,dep_04,seg_04,9,1,1.14,13.06,3.1
tck_003714,2026-02-26 08:46,2026-02-27 16:06,2026-03-01 19:21,closed,low,bug report,chat,agt_017,dep_01,seg_02,86,0,31.34,82.59,4.3
tck_003715,2026-02-26 13:26,2026-02-26 14:02,2026-02-27 00:39,resolved,critical,bug report,portal,agt_017,dep_01,seg_03,8,1,0.60,11.22,2.8
tck_003716,2026-02-26 14:11,2026-02-27 13:32,2026-03-01 01:09,closed,medium,feature request,portal,agt_009,dep_03,seg_03,48,1,23.36,58.98,3.3
tck_003717,2026-02-26 16:10,2026-02-26 19:51,2026-02-26 22:35,resolved,high,billing question,chat,agt_006,dep_02,seg_02,16,0,3.69,6.43,4.4
tck_003718,2026-02-26 19:35,2026-02-26 22:59,2026-02-27 09:04,closed,high,invoice dispute,email,agt_007,dep_02,seg_05,24,0,3.40,13.49,5.0
tck_003719,2026-02-26 06:07,2026-02-26 12:39,2026-02-27 05:12,closed,medium,onboarding help,portal,agt_009,dep_03,seg_03,48,0,6.54,23.09,5.0
tck_003720,2026-02-26 11:08,2026-02-26 18:27,2026-02-27 14:16,closed,high,bug report,phone,agt_001,dep_01,seg_04,21,1,7.33,27.14,3.0
tck_003721,2026-02-26 11:05,2026-02-26 15:45,2026-03-02 11:40,closed,high,integration issue,phone,agt_014,dep_05,seg_03,18,1,4.68,96.60,2.8
tck_003722,2026-02-26 16:06,2026-02-26 23:29,2026-02-27 07:38,closed,medium,billing question,chat,agt_005,dep_02,seg_05,64,0,7.40,15.54,5.0
tck_003723,2026-02-26 07:02,2026-02-26 12:11,2026-02-26 13:04,closed,high,login access,chat,agt_003,dep_01,seg_03,18,0,5.15,6.05,4.5
tck_003724,2026-02-26 12:05,2026-02-26 13:21,2026-02-27 08:21,closed,critical,billing question,email,agt_007,dep_02,seg_03,8,1,1.27,20.27,2.9
tck_003725,2026-02-26 10:17,2026-02-26 15:41,2026-03-01 10:15,closed,medium,abuse report,chat,agt_011,dep_04,seg_03,48,1,5.40,71.98,3.3
tck_003726,2026-02-26 21:09,2026-02-27 02:59,2026-02-28 04:26,closed,high,feature request,social,agt_008,dep_03,seg_03,18,1,5.84,31.29,3.1
tck_003727,2026-02-26 11:45,2026-02-26 16:22,2026-03-02 17:21,resolved,medium,integration issue,chat,agt_015,dep_05,seg_04,57,1,4.62,101.60,3.3
tck_003728,2026-02-26 13:08,2026-02-26 19:47,2026-03-03 12:50,closed,low,onboarding help,email,agt_010,dep_03,seg_03,96,1,6.65,119.71,3.0
tck_003729,2026-02-26 18:41,2026-02-27 09:47,2026-02-28 01:02,closed,medium,invoice dispute,email,agt_006,dep_02,seg_03,48,0,15.10,30.36,5.0
tck_003730,2026-02-26 14:59,2026-02-27 02:27,2026-02-28 04:02,closed,medium,invoice dispute,chat,agt_006,dep_02,seg_05,64,0,11.48,37.06,4.2
tck_003731,2026-02-26 10:13,2026-02-27 07:07,2026-03-02 06:16,closed,low,bug report,email,agt_003,dep_01,seg_02,86,1,20.91,92.07,3.1
tck_003732,2026-02-27 23:06,2026-02-28 01:53,2026-02-28 06:23,closed,high,login access,portal,agt_004,dep_01,seg_03,18,0,2.80,7.29,4.9
tck_003733,2026-02-27 02:53,2026-02-28 00:35,2026-02-28 01:05,closed,medium,feature request,email,agt_009,dep_03,seg_01,36,0,21.71,22.21,5.0
tck_003734,2026-02-27 12:59,2026-02-27 17:32,2026-02-28 04:50,closed,high,feature request,phone,agt_018,dep_03,seg_01,13,1,4.56,15.85,3.1
tck_003735,2026-02-27 20:35,2026-03-01 18:21,2026-03-01 18:51,closed,low,feature request,chat,agt_008,dep_03,seg_05,129,0,45.78,46.28,4.9
